1.000000000000000000e+00 -1.864257648379934879e-02
1.199999999999999956e+00 -2.660804996515567233e-02
1.399999999999999911e+00 -5.551454848355626137e-02
1.599999999999999867e+00 -5.424937643926146247e-02
1.799999999999999822e+00 2.092700908956948713e-02
1.999999999999999778e+00 -9.007613939435848982e-02
2.199999999999999734e+00 -4.692456067524011787e-02
2.399999999999999467e+00 -3.977301404025079812e-04
2.599999999999999645e+00 -2.749526382667901170e-01
2.799999999999999822e+00 -2.609157294208543920e-01
