    1     1 0.99352440
    3     2 0.99336427
    4     2 0.99284036
    6     1 0.99368136
    8     1 0.99374429
   10     2 0.99571298
   12     1 0.99500517
   14     3 0.99367185
   16     1 0.99319191
   18     1 0.99332587
   20     2 0.99224869
   22     1 0.99160768
   24     2 0.99352104
   26     1 0.99314487
   28     1 0.99179016
   30     2 0.99313183
   31     2 0.99459368
   33     2 0.99557733
   34     2 0.99440962
   36     1 0.99658378
   38     1 0.99162703
   40     2 0.99770090
   42     1 0.99336658
   44     2 0.99100300
   46     1 0.98922282
   48     3 0.99305217
   50     1 0.99209954
   52     1 0.99362987
