    1     1 0.96958775
    3     2 0.93781544
    4     2 0.90781261
    6     1 0.89681014
    8     1 0.90183571
   10     2 0.86094202
   12     1 0.85715545
   14     3 0.78459812
   16     1 0.77800740
   18     1 0.78405203
   20     2 0.74444896
   22     1 0.74212440
   24     2 0.71882819
   26     1 0.71730135
   28     1 0.71898115
   30     2 0.68677062
   31     2 0.66146328
   33     2 0.63801792
   34     2 0.61626653
   36     1 0.61152360
   38     1 0.61351234
   40     2 0.58830350
   42     1 0.58504654
   44     2 0.56576781
   46     1 0.56786557
   48     3 0.52096093
   50     1 0.51504834
   52     1 0.51335275
