    1     1 0.99381748
    3     2 0.99314162
    4     2 0.99387066
    6     1 0.99389355
    8     1 0.99153862
   10     2 0.99248550
   12     1 0.99208551
   14     3 0.99467835
   16     1 0.98932508
   18     1 0.99295965
   20     2 0.99323357
   22     1 0.99363421
   24     2 0.99084644
   26     1 0.99477882
   28     1 0.99408343
   30     2 0.99351728
   31     2 0.99540384
   33     2 0.99288909
   34     2 0.99435556
   36     1 0.99283436
   38     1 0.99437905
   40     2 0.99418533
   42     1 0.99225357
   44     2 0.99635786
   46     1 0.99031076
   48     3 0.99335372
   50     1 0.99390711
   52     1 0.99541059
