    1     1 0.97041550
    3     2 0.93798827
    4     2 0.90841228
    6     1 0.89718037
    8     1 0.89182381
   10     2 0.85655365
   11     2 0.83252529
   13     1 0.83767331
   15     1 0.83218821
   17     2 0.79031531
   19     1 0.78699354
   21     1 0.78531633
   23     2 0.75330418
   25     1 0.75014064
   27     1 0.74731217
   29     2 0.71930213
   31     1 0.71540992
   33     1 0.71531565
   35     2 0.68739503
   37     1 0.68193546
   39     1 0.68190042
   41     2 0.65808155
   43     1 0.64863932
   45     1 0.64660684
   47     2 0.62566988
   49     1 0.62015396
   51     1 0.61953590
   53     2 0.59609200
   55     1 0.59200304
   57     1 0.59238614
   59     2 0.57397921
   61     1 0.56993934
   63     1 0.56884622
   65     2 0.54776398
   67     1 0.54723131
   69     1 0.54337205
   71     2 0.52712132
   73     1 0.52505048
   75     1 0.52227154
   77     2 0.50764673
   79     1 0.50247800
   81     1 0.49887026
   83     2 0.48341589
   85     1 0.47821445
   87     1 0.47696739
   89     2 0.46525544
   91     1 0.46187241
   93     1 0.46195481
   95     2 0.44559009
   97     1 0.43755099
   99     1 0.43911391
  101     2 0.42580777
  103     1 0.42072047
  105     1 0.41677898
