    1     1 0.97056476
    3     2 0.93834747
    4     2 0.90834092
    6     1 0.89763194
    8     1 0.89305589
   10     2 0.85366152
   11     2 0.83367878
   13     1 0.83527917
   15     1 0.83066940
   17     2 0.78626960
   19     1 0.78308716
   21     1 0.78066799
   23     2 0.74965929
   25     1 0.74706124
   27     1 0.74357756
   29     2 0.71858910
   31     1 0.71284230
   33     1 0.71176002
   35     2 0.68350014
   37     1 0.68029239
   39     1 0.67810739
   41     2 0.65533043
   43     1 0.65028674
   45     1 0.64749553
   47     2 0.62140338
   49     1 0.61801315
   51     1 0.61837587
   53     2 0.59215727
   55     1 0.58846430
   57     1 0.58907581
   59     2 0.57380977
   61     1 0.56805116
   63     1 0.56653968
   65     2 0.54765371
   67     1 0.54055673
   69     1 0.54051283
   71     2 0.52504305
   73     1 0.51792288
   75     1 0.51572916
   77     2 0.49847868
   79     1 0.49839129
   81     1 0.49782502
   83     2 0.47993997
   85     1 0.47930312
   87     1 0.47654561
   89     2 0.46260837
   91     1 0.46021373
   93     1 0.45741551
   95     2 0.44093571
   97     1 0.43833104
   99     1 0.43561334
  101     2 0.42250033
  103     1 0.42040658
  105     1 0.41704800
