    1     1 0.99392675
    3     2 0.99296225
    4     2 0.99368724
    6     1 0.98901930
    8     1 0.99315732
   10     2 0.99470762
   11     2 0.99210715
   13     1 0.99345329
   15     1 0.99458430
   17     2 0.99256002
   19     1 0.99521379
   21     1 0.99379965
   23     2 0.99340132
   25     1 0.99477219
   27     1 0.99258620
   29     2 0.99501217
   31     1 0.99477421
   33     1 0.99164067
   35     2 0.99350586
   37     1 0.99158338
   39     1 0.99290005
   41     2 0.99063598
   43     1 0.99172075
   45     1 0.99311966
   47     2 0.99291243
   49     1 0.99199373
   51     1 0.99429138
   53     2 0.99328496
   55     1 0.99369890
   57     1 0.99241581
   59     2 0.99449607
   61     1 0.99236555
   63     1 0.99218341
   65     2 0.99342778
   67     1 0.99220619
   69     1 0.99093462
   71     2 0.99382331
   73     1 0.99393270
   75     1 0.99175987
   77     2 0.99261257
   79     1 0.98845258
   81     1 0.99470849
   83     2 0.99202476
   85     1 0.99262397
   87     1 0.99464325
   89     2 0.99341301
   91     1 0.99270275
   93     1 0.99184044
   95     2 0.99389663
   97     1 0.99125620
   99     1 0.99408391
  101     2 0.99465665
  103     1 0.99121347
  105     1 0.99191441
