-3.200000000000000000e+01 -2.305247767133714477e-03 -1.824047991153917485e-04
-3.189999999999999858e+01 -2.338869972291556659e-03 -1.871596043106930137e-04
-3.179999999999999716e+01 -2.373365618162068084e-03 -1.920987645275763680e-04
-3.169999999999999574e+01 -2.408768334555056768e-03 -1.972318800593825694e-04
-3.159999999999999432e+01 -2.445113483546415209e-03 -2.025691826409667406e-04
-3.149999999999999289e+01 -2.482438271690948824e-03 -2.081215858463812218e-04
-3.139999999999999147e+01 -2.520781871007457715e-03 -2.139007402324646478e-04
-3.129999999999999005e+01 -2.560185549549841375e-03 -2.199190937463639495e-04
-3.119999999999998863e+01 -2.600692812451782000e-03 -2.261899579774565971e-04
-3.109999999999998721e+01 -2.642349554426845579e-03 -2.327275809069478799e-04
-3.099999999999998579e+01 -2.685204224825352842e-03 -2.395472268937124522e-04
-3.089999999999998437e+01 -2.729308006448680733e-03 -2.466652647270388713e-04
-3.079999999999998295e+01 -2.774715009476274447e-03 -2.540992646891332765e-04
-3.069999999999998153e+01 -2.821482481998967805e-03 -2.618681056933759880e-04
-3.059999999999998010e+01 -2.869671038821450249e-03 -2.699920937079160871e-04
-3.049999999999997868e+01 -2.919344910403708949e-03 -2.784930928423034980e-04
-3.039999999999997726e+01 -2.970572214004942122e-03 -2.873946706621203009e-04
-3.029999999999997584e+01 -3.023425249362301365e-03 -2.967222595214871685e-04
-3.019999999999997442e+01 -3.077980821500285024e-03 -3.065033359569668521e-04
-3.009999999999997300e+01 -3.134320593581012369e-03 -3.167676204834587463e-04
-2.999999999999997158e+01 -3.192531473081796148e-03 -3.275473004818759532e-04
-2.989999999999997016e+01 -3.252706034967568077e-03 -3.388772792671880031e-04
-2.979999999999996874e+01 -3.314942986018571021e-03 -3.507954549022609795e-04
-2.969999999999996732e+01 -3.379347674988089720e-03 -3.633430328729352434e-04
-2.959999999999996589e+01 -3.446032653871310310e-03 -3.765648773891467098e-04
-2.949999999999996447e+01 -3.515118296283334907e-03 -3.905099068462435899e-04
-2.939999999999996305e+01 -3.586733479710954488e-03 -4.052315398782151959e-04
-2.929999999999996163e+01 -3.661016339353055649e-03 -4.207881995110934205e-04
-2.919999999999996021e+01 -3.738115102300466897e-03 -4.372438841916974264e-04
-2.909999999999995879e+01 -3.818189012021783353e-03 -4.546688159797187753e-04
-2.899999999999995737e+01 -3.901409354551871149e-03 -4.731401780040283872e-04
-2.889999999999995595e+01 -3.987960599366315723e-03 -4.927429554415960720e-04
-2.879999999999995453e+01 -4.078041669845084913e-03 -5.135708968885936438e-04
-2.869999999999995310e+01 -4.171867360385444687e-03 -5.357276161267663078e-04
-2.859999999999995168e+01 -4.269669919753060414e-03 -5.593278580847934126e-04
-2.849999999999995026e+01 -4.371700823231801369e-03 -5.844989574121656336e-04
-2.839999999999994884e+01 -4.478232759507066139e-03 -6.113825236904711375e-04
-2.829999999999994742e+01 -4.589561862245955873e-03 -6.401363941900843537e-04
-2.819999999999994600e+01 -4.706010220943405986e-03 -6.709369035111184760e-04
-2.809999999999994458e+01 -4.827928710996251885e-03 -7.039815298481896366e-04
-2.799999999999994316e+01 -4.955700189283230965e-03 -7.394919905050847432e-04
-2.789999999999994174e+01 -5.089743108767489678e-03 -7.777178752787907790e-04
-2.779999999999994031e+01 -5.230515614158271799e-03 -8.189409263389911802e-04
-2.769999999999993889e+01 -5.378520190411246148e-03 -8.634800982987727875e-04
-2.759999999999993747e+01 -5.534308947088191662e-03 -9.116975637826112491e-04
-2.749999999999993605e+01 -5.698489634481306194e-03 -9.640058698559128688e-04
-2.739999999999993463e+01 -5.871732501828950956e-03 -1.020876501641330460e-03
-2.729999999999993321e+01 -6.054778124130829123e-03 -1.082850174722105709e-03
-2.719999999999993179e+01 -6.248446341487139295e-03 -1.150549261888626296e-03
-2.709999999999993037e+01 -6.453646473083152896e-03 -1.224692868441820291e-03
-2.699999999999992895e+01 -6.671388985720554977e-03 -1.306115211710236418e-03
-2.689999999999992752e+01 -6.902798811689974702e-03 -1.395788145549094281e-03
-2.679999999999992610e+01 -7.149130519220578059e-03 -1.494848914469234938e-03
-2.669999999999992468e+01 -7.411785533715155999e-03 -1.604634545141193436e-03
-2.659999999999992326e+01 -7.692331578528241974e-03 -1.726724713807686580e-03
-2.649999999999992184e+01 -7.992524431677723931e-03 -1.862995506040285949e-03
-2.639999999999992042e+01 -8.314331948636106626e-03 -2.015687265016339550e-03
-2.629999999999991900e+01 -8.659960031051367607e-03 -2.187490782843430539e-03
-2.619999999999991758e+01 -9.031879742580344039e-03 -2.381657533188193815e-03
-2.609999999999991616e+01 -9.432853946977111034e-03 -2.602141621773615323e-03
-2.599999999999991473e+01 -9.865960437690708337e-03 -2.853783850615499839e-03
-2.589999999999991331e+01 -1.033460615145394799e-02 -3.142552033421539253e-03
-2.579999999999991189e+01 -1.084252305093207080e-02 -3.475856836807438704e-03
-2.569999999999991047e+01 -1.139372949857889172e-02 -3.862969421831199263e-03
-2.559999999999990905e+01 -1.199242950042952831e-02 -4.315576539739085678e-03
-2.549999999999990763e+01 -1.264280276197472970e-02 -4.848520885228354421e-03
-2.539999999999990621e+01 -1.334860536004235827e-02 -5.480789185272868028e-03
-2.529999999999990479e+01 -1.411244420191902493e-02 -6.236825505935684501e-03
-2.519999999999990337e+01 -1.493449176437571489e-02 -7.148255220984812107e-03
-2.509999999999990195e+01 -1.581024389326650403e-02 -8.256085828124247808e-03
-2.499999999999990052e+01 -1.672665218155588648e-02 -9.613353894758085161e-03
-2.489999999999989910e+01 -1.765553475446358933e-02 -1.128789400515738638e-02
-2.479999999999989768e+01 -1.854256894587114068e-02 -1.336415141108253726e-02
-2.469999999999989626e+01 -1.928957375000732791e-02 -1.594120721546320868e-02
-2.459999999999989484e+01 -1.972806729944863099e-02 -1.912052147442917793e-02
-2.449999999999989342e+01 -1.958601530519704995e-02 -2.297049249358950468e-02
-2.439999999999989200e+01 -1.846381918234943700e-02 -2.744795556921152471e-02
-2.429999999999989058e+01 -1.586833514721955676e-02 -3.226366743190248881e-02
-2.419999999999988916e+01 -1.139203442703709199e-02 -3.673807858658897918e-02
-2.409999999999988773e+01 -5.075461491628139102e-03 -3.982867581544944496e-02
-2.399999999999988631e+01 2.277220931608466524e-03 -4.055494908156546952e-02
-2.389999999999988489e+01 9.303229162121486040e-03 -3.865364013639725760e-02
-2.379999999999988347e+01 1.482545870335464505e-02 -3.478705209017494276e-02
-2.369999999999988205e+01 1.840650613329750107e-02 -3.004369660155602889e-02
-2.359999999999988063e+01 2.026352090919709276e-02 -2.532487970295896340e-02
-2.349999999999987921e+01 2.087834096255004185e-02 -2.111796516143184949e-02
-2.339999999999987779e+01 2.071238806439105323e-02 -1.757954196051131346e-02
-2.329999999999987637e+01 2.010575894783220297e-02 -1.468822849685048025e-02
-2.319999999999987494e+01 1.927876011727850877e-02 -1.235381705291692042e-02
-2.309999999999987352e+01 1.836374670440116263e-02 -1.047333379557877781e-02
-2.299999999999987210e+01 1.743604064562219794e-02 -8.953727625695247216e-03
-2.289999999999987068e+01 1.653622890437048826e-02 -7.718258650823173542e-03
-2.279999999999986926e+01 1.568449441802512515e-02 -6.706206836648171028e-03
-2.269999999999986784e+01 1.488934173145464376e-02 -5.870406913926877641e-03
-2.259999999999986642e+01 1.415276609209540140e-02 -5.174462465645851203e-03
-2.249999999999986500e+01 1.347326887191158985e-02 -4.590287968866399622e-03
-2.239999999999986358e+01 1.284759696693022271e-02 -4.096131644673241257e-03
-2.229999999999986215e+01 1.227173366906999900e-02 -3.675050393188237195e-03
-2.219999999999986073e+01 1.174145250291164233e-02 -3.313756209894790083e-03
-2.209999999999985931e+01 1.125261675438257204e-02 -3.001750570123678380e-03
-2.199999999999985789e+01 1.080133174821161328e-02 -2.730675937431617257e-03
-2.189999999999985647e+01 1.038401265450282322e-02 -2.493828897718012357e-03
-2.179999999999985505e+01 9.997404675609392749e-03 -2.285793045662682342e-03
-2.169999999999985363e+01 9.638577230817457764e-03 -2.102160601809269138e-03
-2.159999999999985221e+01 9.304904771625911730e-03 -1.939319963191577390e-03
-2.149999999999985079e+01 8.994041542637666933e-03 -1.794292471957696297e-03
-2.139999999999984936e+01 8.703894450036563785e-03 -1.664606130504949627e-03
-2.129999999999984794e+01 8.432596330892222145e-03 -1.548197223485517924e-03
-2.119999999999984652e+01 8.178480813679792072e-03 -1.443333156163338973e-03
-2.109999999999984510e+01 7.940059316120360103e-03 -1.348551529842102834e-03
-2.099999999999984368e+01 7.716000356551943121e-03 -1.262611726189109568e-03
-2.089999999999984226e+01 7.505111149783763591e-03 -1.184456191567155548e-03
-2.079999999999984084e+01 7.306321350922802271e-03 -1.113179291559326760e-03
-2.069999999999983942e+01 7.118668760822177699e-03 -1.048002110449866402e-03
-2.059999999999983800e+01 6.941286790472407653e-03 -9.882519476912040440e-04
-2.049999999999983658e+01 6.773393483757951181e-03 -9.333455470860877248e-04
-2.039999999999983515e+01 6.614281910093387437e-03 -8.827753091662011347e-04
-2.029999999999983373e+01 6.463311755054024742e-03 -8.360979007331313662e-04
-2.019999999999983231e+01 6.319901955211992134e-03 -7.929248007308886854e-04
-2.009999999999983089e+01 6.183524241440798916e-03 -7.529144181119541658e-04
-1.999999999999982947e+01 6.053697471762709871e-03 -7.157654920732932878e-04
-1.989999999999982805e+01 5.929982650247495914e-03 -6.812115432807056134e-04
-1.979999999999982663e+01 5.811978542197372699e-03 -6.490161903012569384e-04
-1.969999999999982521e+01 5.699317807908126435e-03 -6.189691813561077867e-04
-1.959999999999982379e+01 5.591663587913879227e-03 -5.908830199317178979e-04
-1.949999999999982236e+01 5.488706481716841210e-03 -5.645900853571966934e-04
-1.939999999999982094e+01 5.390161869950803319e-03 -5.399401675094886313e-04
-1.929999999999981952e+01 5.295767536735355649e-03 -5.167983492849556213e-04
-1.919999999999981810e+01 5.205281554804421125e-03 -4.950431821371311389e-04
-1.909999999999981668e+01 5.118480401075011649e-03 -4.745651094372898855e-04
-1.899999999999981526e+01 5.035157274595769908e-03 -4.552651000774672000e-04
-1.889999999999981384e+01 4.955120592559690909e-03 -4.370534610056086514e-04
-1.879999999999981242e+01 4.878192643254374190e-03 -4.198488025102804061e-04
-1.869999999999981100e+01 4.804208377543286480e-03 -4.035771342826043658e-04
-1.859999999999980957e+01 4.733014322875525592e-03 -3.881710737702063953e-04
-1.849999999999980815e+01 4.664467605819339405e-03 -3.735691512079556895e-04
-1.839999999999980673e+01 4.598435070898930499e-03 -3.597151981073414386e-04
-1.829999999999980531e+01 4.534792485032095380e-03 -3.465578079781816978e-04
-1.819999999999980389e+01 4.473423818161118524e-03 -3.340498597174499534e-04
-1.809999999999980247e+01 4.414220591843055416e-03 -3.221480955032488837e-04
-1.799999999999980105e+01 4.357081288522805101e-03 -3.108127461991026081e-04
-1.789999999999979963e+01 4.301910815094545613e-03 -3.000071982681535524e-04
-1.779999999999979821e+01 4.248620015105297049e-03 -2.896976970334881130e-04
-1.769999999999979678e+01 4.197125224591183659e-03 -2.798530818271112138e-04
-1.759999999999979536e+01 4.147347867136103386e-03 -2.704445491787670248e-04
-1.749999999999979394e+01 4.099214084215142134e-03 -2.614454407044767789e-04
-1.739999999999979252e+01 4.052654397341042165e-03 -2.528310527972286309e-04
-1.729999999999979110e+01 4.007603398915475512e-03 -2.445784655979240546e-04
-1.719999999999978968e+01 3.963999469010492938e-03 -2.366663890446553376e-04
-1.709999999999978826e+01 3.921784515626747236e-03 -2.290750240802736076e-04
-1.699999999999978684e+01 3.880903736214559585e-03 -2.217859373331620477e-04
-1.689999999999978542e+01 3.841305398490793034e-03 -2.147819477955558408e-04
-1.679999999999978400e+01 3.802940638788636016e-03 -2.080470242024038297e-04
-1.669999999999978257e+01 3.765763276346695623e-03 -2.015661919667179405e-04
-1.659999999999978115e+01 3.729729642124885152e-03 -1.953254486657157632e-04
-1.649999999999977973e+01 3.694798420858109653e-03 -1.893116871859603203e-04
-1.639999999999977831e+01 3.660930505198796599e-03 -1.835126257403377063e-04
-1.629999999999977689e+01 3.628088860912008148e-03 -1.779167440590096860e-04
-1.619999999999977547e+01 3.596238402177368530e-03 -1.725132251329678575e-04
-1.609999999999977405e+01 3.565345876159510107e-03 -1.672919019603990773e-04
-1.599999999999977263e+01 3.535379756072738657e-03 -1.622432088034924931e-04
-1.589999999999977121e+01 3.506310142048853044e-03 -1.573581365182166465e-04
-1.579999999999976978e+01 3.478108669181327259e-03 -1.526281915661996196e-04
-1.569999999999976836e+01 3.450748422168194076e-03 -1.480453583575394127e-04
-1.559999999999976694e+01 3.424203856042998869e-03 -1.436020646122592804e-04
-1.549999999999976552e+01 3.398450722515892076e-03 -1.392911494579307779e-04
-1.539999999999976410e+01 3.373466001498810502e-03 -1.351058340111091721e-04
-1.529999999999976268e+01 3.349227837426424839e-03 -1.310396942154707571e-04
-1.519999999999976126e+01 3.325715480011413351e-03 -1.270866357307264124e-04
-1.509999999999975984e+01 3.302909229116483304e-03 -1.232408706885137930e-04
-1.499999999999975842e+01 3.280790383441640427e-03 -1.194968961472044262e-04
-1.489999999999975699e+01 3.259341192758903692e-03 -1.158494740947892598e-04
-1.479999999999975557e+01 3.238544813449685533e-03 -1.122936128631027864e-04
-1.469999999999975415e+01 3.218385267114523031e-03 -1.088245498281479771e-04
-1.459999999999975273e+01 3.198847402055112615e-03 -1.054377352844318655e-04
-1.449999999999975131e+01 3.179916857435585720e-03 -1.021288173895148468e-04
-1.439999999999974989e+01 3.161580029953062806e-03 -9.889362808520013159e-05
-1.429999999999974847e+01 3.143824042861875431e-03 -9.572816990982969780e-05
-1.419999999999974705e+01 3.126636717203657052e-03 -9.262860362239373573e-05
-1.409999999999974563e+01 3.110006545117185994e-03 -8.959123656727971201e-05
-1.399999999999974420e+01 3.093922665104278328e-03 -8.661251171269920845e-05
-1.389999999999974278e+01 3.078374839144416755e-03 -8.368899730207087135e-05
-1.379999999999974136e+01 3.063353431560286201e-03 -8.081737706225520742e-05
-1.369999999999973994e+01 3.048849389540505932e-03 -7.799444091577547407e-05
-1.359999999999973852e+01 3.034854225242141802e-03 -7.521707614934050384e-05
-1.349999999999973710e+01 3.021359999395698513e-03 -7.248225899283100798e-05
-1.339999999999973568e+01 3.008359306347628201e-03 -6.978704656677688425e-05
-1.329999999999973426e+01 2.995845260481969346e-03 -6.712856915891407539e-05
-1.319999999999973284e+01 2.983811483965097874e-03 -6.450402279183068311e-05
-1.309999999999973141e+01 2.972252095770295220e-03 -6.191066204705382480e-05
-1.299999999999972999e+01 2.961161701938221005e-03 -5.934579311130197012e-05
-1.289999999999972857e+01 2.950535387039148784e-03 -5.680676701295165828e-05
