    1     1 0.89553101
    3     2 0.90279896
    4     2 0.86512080
    6     1 0.84302550
    8     1 0.86612232
   10     2 0.83571096
   11     2 0.83142599
   13     1 0.16063650
   15     1 0.62276012
   17     2 0.82374666
   19     1 0.83508814
   21     1 0.83100907
   23     2 0.79368792
   25     1 0.78653347
   27     1 0.80987268
   29     2 0.76128606
   31     1 0.74399775
   33     1 0.74847020
   35     2 0.72728746
   37     1 0.71912860
   39     1 0.74112044
   41     2 0.70446231
   43     1 0.70685064
   45     1 0.71448212
   47     2 0.67206046
   49     1 0.67199868
   51     1 0.67267642
   53     2 0.66254692
   55     1 0.66182758
   57     1 0.65188392
   59     2 0.66774390
   61     1 0.65461192
   63     1 0.65137283
   65     2 0.66323535
   67     1 0.63118708
   69     1 0.64548425
   71     2 0.60423032
   73     1 0.59928808
   75     1 0.60200968
   77     2 0.56718316
   79     1 0.57520492
   81     1 0.58178613
   83     2 0.54376569
   85     1 0.55428245
   87     1 0.54078717
   89     2 0.52332980
   91     1 0.51378374
   93     1 0.50203472
   95     2 0.50543677
   97     1 0.49436629
   99     1 0.48462714
  101     2 0.47720164
  103     1 0.47622668
  105     1 0.48635586
