5.000000000000000000e-01 -6.875555262441637616e+00
5.999999999999999778e-01 -7.101995163407828215e+00
6.999999999999999556e-01 -7.244723614786050092e+00
7.999999999999999334e-01 -7.337974048499417812e+00
8.999999999999999112e-01 -7.400050416042698309e+00
9.999999999999998890e-01 -7.441824257053206715e+00
1.099999999999999867e+00 -7.470030062150614825e+00
1.199999999999999734e+00 -7.488964397472149592e+00
1.299999999999999822e+00 -7.501440662157866868e+00
1.399999999999999911e+00 -7.509342676554914497e+00
1.499999999999999778e+00 -7.513965298881423394e+00
1.599999999999999645e+00 -7.516225272536495083e+00
1.699999999999999734e+00 -7.516795747807350381e+00
1.799999999999999822e+00 -7.516188067500627845e+00
1.899999999999999689e+00 -7.514802992079300914e+00
1.999999999999999556e+00 -7.512963624107705130e+00
2.099999999999999645e+00 -7.510938136452677938e+00
2.199999999999999734e+00 -7.508956954227367753e+00
2.299999999999999822e+00 -7.507226532979092148e+00
2.399999999999999467e+00 -7.505940020544138669e+00
2.499999999999999556e+00 -7.505283871457023359e+00
2.599999999999999645e+00 -7.505438894854762566e+00
2.699999999999999289e+00 -7.506574173820260043e+00
2.799999999999999378e+00 -7.508832640852469709e+00
2.899999999999999467e+00 -7.512307575044879115e+00
2.999999999999999556e+00 -7.517010737754497463e+00
3.099999999999999645e+00 -7.522831340868754602e+00
3.199999999999999289e+00 -7.529484943470276193e+00
