1.000000000000000000e+00 3.557124904526827187e-03
1.199999999999999956e+00 2.116503684593751267e-02
1.399999999999999911e+00 4.212319878355250125e-02
1.599999999999999867e+00 -4.757987641489786618e-03
1.799999999999999822e+00 1.159075102026353374e-02
1.999999999999999778e+00 3.777952391425546536e-02
2.199999999999999734e+00 6.531542180278351872e-02
2.399999999999999467e+00 1.852807917240702207e-02
2.599999999999999645e+00 1.221453062094804976e-01
2.799999999999999822e+00 2.874094220864538141e-01
2.999999999999999556e+00 2.785330666270094957e-01
3.199999999999999289e+00 5.019398123347800222e-01
3.399999999999999467e+00 8.781974634817646397e-01
3.599999999999999645e+00 8.151890993590460432e-01
3.799999999999999378e+00 1.442301700707740331e+00
3.999999999999999112e+00 1.771295280338414102e+00
4.199999999999999289e+00 1.553270164760720107e+00
4.399999999999999467e+00 1.002858857523496461e+00
4.599999999999999645e+00 2.585233390199626058e-02
4.799999999999998934e+00 1.778508164573668893e+00
