    1     1 0.96684839
    3     2 0.94500494
    4     2 0.91238262
    6     1 0.88072692
    8     1 0.87080816
   10     2 0.87062231
   12     1 0.84348813
   14     3 0.84281238
   16     1 0.79992382
   18     1 0.81042262
   20     2 0.79499735
   22     1 0.78363227
   24     2 0.78196899
   26     1 0.76764456
   28     1 0.77463287
   30     2 0.77296714
   31     2 0.73608578
   33     1 0.73487697
   35     1 0.73256020
   37     2 0.73841024
   39     1 0.70829725
   41     2 0.70474119
   43     1 0.67079073
   45     2 0.66636566
   47     2 0.64562780
   48     2 0.63324735
   50     1 0.60751075
   52     1 0.60247751
   54     2 0.61532249
   56     1 0.57071229
   58     2 0.58040537
   60     1 0.56813324
   62     3 0.55393148
   64     1 0.52848433
   66     1 0.53119552
  999     1 0.54130547
