 1  1 1.00000000
 3  2 0.98666394
 4  2 0.95319074
 6  1 0.92252028
 8  1 0.90651524
10  2 0.89719617
12  1 0.87696278
14  2 0.87479281
16  1 0.84054160
18  2 0.82912886
20  1 0.80170453
22  1 0.79259145
24  2 0.78873092
26  1 0.76574355
28  1 0.76120389
30  2 0.75670791
32  1 0.73008001
34  1 0.72118938
36  2 0.71244055
38  1 0.69259602
40  1 0.68696100
42  2 0.68139148
44  1 0.65982831
46  2 0.65261191
48  1 0.63007635
50  2 0.62256801
52  1 0.60215050
54  1 0.59533596
56  2 0.58863139
57  2 0.55595523
59  1 0.54052830
61  2 0.53306764
63  1 0.51682085
65  2 0.51205373
67  1 0.49974972
69  2 0.49765164
71  1 0.47960863
73  2 0.47359610
75  1 0.45940119
77  1 0.45467246
79  2 0.45252535
81  1 0.44018829
83  1 0.43767801
85  2 0.43519187
87  1 0.42032957
89  1 0.41537249
91  2 0.41049576
93  1 0.39936459
95  1 0.39624462
97  2 0.39316061
99  1 0.38010028
101  2 0.37574646
103  1 0.36435115
105  2 0.36054274
107  1 0.34917715
109  1 0.34538084
111  2 0.34164554
112  2 0.33254170
114  1 0.32176942
