  1   1 0.97808207
  3   2 0.96861060
  4   2 0.92875076
  6   1 0.89746656
  8   1 0.88936115
 10   2 0.88878816
 12   1 0.85691392
 14   3 0.85869089
 16   1 0.78684752
 18   1 0.78576211
 20   2 0.77251937
 22   1 0.74341502
 24   2 0.73676422
 26   1 0.71631415
 28   1 0.70938425
 30   2 0.71541761
 31   2 0.67481988
 33   1 0.65791516
 35   1 0.66283259
 37   2 0.65130108
 39   1 0.64444227
 41   2 0.63039148
 43   1 0.61364849
 45   2 0.61572602
 47   2 0.58799202
 48   2 0.57404533
 50   1 0.54975528
 52   1 0.53791240
 54   2 0.54566135
 56   1 0.51793989
 58   2 0.51561655
 60   1 0.49058047
 62   3 0.49114249
 64   1 0.46120118
 66   1 0.46587242
