  1   1 0.98111091
  3   2 0.97981747
  4   2 0.96555156
  6   1 0.97816961
  8   1 0.98352733
 10   2 0.97332805
 12   1 0.97595031
 14   1 0.97868366
 16   2 0.98114551
 18   1 0.97686683
 20   2 0.98140463
 22   1 0.98009289
 24   1 0.97768446
 26   2 0.97574550
 28   1 0.97821778
 30   1 0.97747971
 32   2 0.97831247
 34   1 0.97461801
 36   1 0.98941563
 38   2 0.98207915
 40   1 0.98157194
 42   1 0.97940980
 44   2 0.97359519
 46   1 0.97901927
 48   2 0.96561188
 50   1 0.98344875
 52   2 0.97357947
 54   1 0.98719079
 56   1 0.98871387
 58   2 0.98226170
 59   2 0.97676508
 61   1 0.98356057
 63   2 0.98017850
 65   1 0.98119769
 67   2 0.97633566
 69   1 0.98101598
 71   2 0.97367665
 73   1 0.98587346
 75   2 0.98534489
 77   1 0.97439383
 79   1 0.98244814
 81   2 0.97190691
 83   1 0.98542235
 85   1 0.97475284
 87   2 0.97780864
 89   1 0.98013954
 91   1 0.97939666
 93   2 0.97797894
 95   1 0.97502768
 97   1 0.97564794
 99   2 0.97202858
101   1 0.98428468
103   2 0.98550840
105   1 0.97491327
107   2 0.97712003
109   1 0.97769351
111   1 0.98263667
113   2 0.97910330
114   2 0.97753680
116   1 0.97788403
