  1   1 0.97966279
  3   2 0.98236466
  4   2 0.98611766
  6   1 0.97828537
  8   1 0.98100942
 10   2 0.98058404
 12   1 0.98385433
 14   2 0.97497806
 16   1 0.98144851
 18   2 0.97580179
 20   1 0.97791471
 22   1 0.97503925
 24   2 0.97750026
 26   1 0.97761843
 28   1 0.98594273
 30   2 0.97995945
 32   1 0.98056553
 34   1 0.98576261
 36   2 0.97629264
 38   1 0.97942726
 40   1 0.97843870
 42   2 0.97894391
 44   1 0.97900051
 46   2 0.98337312
 48   1 0.98101874
 50   2 0.97824553
 52   1 0.98784004
 54   1 0.98840643
 56   2 0.97597935
 57   2 0.97610477
 59   1 0.97610872
 61   2 0.97229712
 63   1 0.98059105
 65   2 0.97218126
 67   1 0.97938212
 69   2 0.97658791
 71   1 0.97800709
 73   2 0.98042311
 75   1 0.97465271
 77   1 0.97398314
 79   2 0.98081865
 81   1 0.97816705
 83   1 0.97850048
 85   2 0.97062014
 87   1 0.98168390
 89   1 0.97419090
 91   2 0.98008867
 93   1 0.97963154
 95   1 0.98213095
 97   2 0.98420564
 99   1 0.98112601
101   2 0.97436739
103   1 0.98635199
105   2 0.98320683
107   1 0.97761616
109   1 0.98263501
111   2 0.97614749
112   2 0.97763788
114   1 0.97411135
