  1   1 0.97646988
  3   2 0.96739349
  4   2 0.91544869
  6   1 0.89712651
  8   1 0.88535857
 10   2 0.89800408
 12   1 0.84973950
 14   1 0.84759013
 16   2 0.85096725
 18   1 0.82805168
 20   2 0.81801579
 22   1 0.78572746
 24   1 0.79427872
 26   2 0.79087277
 28   1 0.75474044
 30   1 0.75355471
 32   2 0.76993817
 34   1 0.73166462
 36   1 0.73411214
 38   2 0.72736038
 40   1 0.70687447
 42   1 0.70345077
 44   2 0.71249392
 46   1 0.68500044
 48   2 0.67709163
 50   1 0.66061873
 52   2 0.65643824
 54   1 0.64050802
 56   1 0.63884676
 58   2 0.62520798
 59   2 0.59743150
 61   1 0.57875186
 63   2 0.57680353
 65   1 0.55592929
 67   2 0.54800090
 69   1 0.53044287
 71   2 0.52640059
 73   1 0.50753372
 75   2 0.51979862
 77   1 0.49508539
 79   1 0.50035398
 81   2 0.49358068
 83   1 0.48115979
 85   1 0.48101385
 87   2 0.48291854
 89   1 0.45596126
 91   1 0.46301596
 93   2 0.45770734
 95   1 0.44657822
 97   1 0.44067802
 99   2 0.44632495
101   1 0.42357931
103   2 0.42827198
105   1 0.40273275
107   2 0.40786915
109   1 0.39654411
111   1 0.39040739
113   2 0.39880508
114   2 0.38601559
116   1 0.37741910
