5.000000000000000000e-01 -1.587823097130270185e+02
5.999999999999999778e-01 -1.592377961993444728e+02
6.999999999999999556e-01 -1.595107780422584369e+02
7.999999999999999334e-01 -1.597302294845746644e+02
8.999999999999999112e-01 -1.599102232772884520e+02
9.999999999999998890e-01 -1.600475590175982745e+02
1.099999999999999867e+00 -1.601467174991956881e+02
1.199999999999999734e+00 -1.602157532279858003e+02
1.299999999999999822e+00 -1.602621894401646614e+02
1.399999999999999911e+00 -1.602918126545042128e+02
1.499999999999999778e+00 -1.603088438457460541e+02
1.599999999999999645e+00 -1.603163816354083622e+02
1.699999999999999734e+00 -1.603167605867352563e+02
1.799999999999999822e+00 -1.603117899716596639e+02
1.899999999999999689e+00 -1.603029069389619394e+02
1.999999999999999556e+00 -1.602912730273162651e+02
2.099999999999999645e+00 -1.602778331971075829e+02
2.199999999999999734e+00 -1.602633518389395135e+02
2.299999999999999822e+00 -1.602484371991262719e+02
2.399999999999999467e+00 -1.602335619227748964e+02
2.499999999999999556e+00 -1.602190833642486041e+02
2.599999999999999645e+00 -1.602052649149804608e+02
2.699999999999999289e+00 -1.601922967890873508e+02
2.799999999999999378e+00 -1.601803157667714856e+02
2.899999999999999467e+00 -1.601694232807668641e+02
2.999999999999999556e+00 -1.601597018499030014e+02
3.099999999999999645e+00 -1.601512291946139044e+02
3.199999999999999289e+00 -1.601440855950653486e+02
