1.000000000000000000e+00 -1.683117459902604141e-02
1.199999999999999956e+00 -5.501099124811921481e-02
1.399999999999999911e+00 -4.085809553931901705e-02
1.599999999999999867e+00 -7.172120961245451176e-02
1.799999999999999822e+00 -3.638527233577670827e-02
1.999999999999999778e+00 -6.130978316275755013e-02
2.199999999999999734e+00 -6.251645107506446919e-02
2.399999999999999467e+00 -1.495361295583300665e-01
2.599999999999999645e+00 -5.036662641973514987e-01
2.799999999999999822e+00 -7.924578928342974615e-01
2.999999999999999556e+00 -8.686105353702813225e-01
3.199999999999999289e+00 -1.655289276589356762e+00
3.399999999999999467e+00 -3.352931892781445988e+00
3.599999999999999645e+00 -3.572610155417966560e+00
3.799999999999999378e+00 -4.260459003077171403e+00
3.999999999999999112e+00 -3.975505056645301405e+00
4.199999999999999289e+00 -4.245825851508446824e+00
4.399999999999999467e+00 -4.067864158160768184e+00
4.599999999999999645e+00 -3.919872616589988201e+00
4.799999999999998934e+00 -2.907559591360769691e+00
