1.000000000000000000e+00 -8.840486890078352866e-04
1.199999999999999956e+00 -4.555911307710172609e-04
1.399999999999999911e+00 -9.115782395949234562e-05
1.599999999999999867e+00 3.947283855628980209e-04
1.799999999999999822e+00 1.075704811131603100e-03
1.999999999999999778e+00 1.726366070105178618e-03
2.199999999999999734e+00 1.151987401394230504e-03
2.399999999999999467e+00 -6.662171647605935609e-03
2.599999999999999645e+00 -4.255404966261092103e-02
2.799999999999999822e+00 -1.648031044981767279e-01
2.999999999999999556e+00 -4.535811689552724513e-01
3.199999999999999289e+00 -8.834401287665265556e-01
3.399999999999999467e+00 -1.201103001556342420e+00
3.599999999999999645e+00 -1.187671273863318833e+00
3.799999999999999378e+00 -1.784553450939964758e+00
3.999999999999999112e+00 -3.007679063774748585e+00
4.199999999999999289e+00 -3.101824751387504797e+00
4.399999999999999467e+00 -3.119340427197721866e+00
4.599999999999999645e+00 -3.030662195960052596e+00
4.799999999999998934e+00 -2.771368424107992112e+00
