    1     1 0.97017413
    3     2 0.93774851
    4     2 0.90714379
    6     1 0.89774017
    8     1 0.88841868
   10     2 0.84930275
   11     2 0.83734429
   13     1 0.83311085
   15     1 0.82880981
   17     2 0.79112806
   19     1 0.78335469
   21     1 0.77972273
   23     2 0.75252902
   25     1 0.74678272
   27     1 0.74345950
   29     2 0.72220002
   31     1 0.71396224
   33     1 0.71070594
   35     2 0.68551412
   37     1 0.67984556
   39     1 0.67804265
   41     2 0.65666371
   43     1 0.65127201
   45     1 0.65015526
   47     2 0.62314416
   49     1 0.62355100
   51     1 0.62074920
   53     2 0.59667844
   55     1 0.59555520
   57     1 0.58903739
   59     2 0.57510762
   61     1 0.56997517
   63     1 0.56462105
   65     2 0.55003292
   67     1 0.54288419
   69     1 0.54532537
   71     2 0.52417768
   73     1 0.51964844
   75     1 0.52308290
   77     2 0.50183603
   79     1 0.50111540
   81     1 0.49726726
   83     2 0.48088071
   85     1 0.48223767
   87     1 0.47712369
   89     2 0.46256482
   91     1 0.45907180
   93     1 0.45909102
   95     2 0.44410101
   97     1 0.44080641
   99     1 0.44034409
  101     2 0.42289846
  103     1 0.42173559
  105     1 0.41694190
