    1     1 0.96985070
    3     2 0.93858525
    4     2 0.90875993
    6     1 0.89536628
    8     1 0.89589704
   10     2 0.85065939
   11     2 0.83360928
   13     1 0.83556656
   15     1 0.83036545
   17     2 0.79171094
   19     1 0.78120532
   21     1 0.78114834
   23     2 0.75036098
   25     1 0.74458552
   27     1 0.74406360
   29     2 0.71872575
   31     1 0.71076053
   33     1 0.71071853
   35     2 0.68439100
   37     1 0.67526338
   39     1 0.67947189
   41     2 0.65640225
   43     1 0.65034527
   45     1 0.64863882
   47     2 0.62615711
   49     1 0.62146224
   51     1 0.61651960
   53     2 0.59323231
   55     1 0.58781501
   57     1 0.58604908
   59     2 0.57014411
   61     1 0.56689740
   63     1 0.57049549
   65     2 0.54630306
   67     1 0.54136777
   69     1 0.54025401
   71     2 0.52239704
   73     1 0.51986852
   75     1 0.52011353
   77     2 0.49916936
   79     1 0.49709835
   81     1 0.49646517
   83     2 0.48208974
   85     1 0.47903081
   87     1 0.47487798
   89     2 0.46397192
   91     1 0.46014176
   93     1 0.45947052
   95     2 0.43905312
   97     1 0.43856237
   99     1 0.44152478
  101     2 0.41905537
  103     1 0.41727701
  105     1 0.41389116
