    1     1 0.96789443
    3     2 0.93678463
    4     2 0.90891588
    6     1 0.89760449
    8     1 0.89722758
   10     2 0.85930934
   12     1 0.85949500
   14     3 0.78657740
   16     1 0.78131313
   18     2 0.75329759
   20     1 0.75118068
   22     2 0.73039818
   24     1 0.72808056
   26     1 0.72213491
   28     2 0.69180968
   30     2 0.66525378
   32     1 0.65832030
   34     2 0.64199087
   36     1 0.64231887
   38     2 0.62290166
   40     1 0.61584092
   42     3 0.56446266
   44     1 0.56178845
   46     1 0.55923796
