    1     1 0.99367919
    3     2 0.99328300
    4     2 0.99371581
    6     1 0.99194745
    8     1 0.99557810
   10     2 0.99369089
   11     2 0.99252546
   13     1 0.99426544
   15     1 0.99123520
   17     2 0.99462917
   19     1 0.99158304
   21     1 0.99524508
   23     2 0.99129743
   25     1 0.99414891
   27     1 0.99384420
   29     2 0.99286087
   31     1 0.99477564
   33     1 0.99345929
   35     2 0.99185222
   37     1 0.99317676
   39     1 0.99350270
   41     2 0.99182200
   43     1 0.99117138
   45     1 0.99233016
   47     2 0.99639045
   49     1 0.99076736
   51     1 0.99388731
   53     2 0.99169754
   55     1 0.99331446
   57     1 0.99113699
   59     2 0.99490004
   61     1 0.99518892
   63     1 0.99334109
   65     2 0.99421005
   67     1 0.99419723
   69     1 0.99259812
   71     2 0.99502452
   73     1 0.99254774
   75     1 0.99290930
   77     2 0.99335666
   79     1 0.99405260
   81     1 0.99332135
   83     2 0.99324479
   85     1 0.99380959
   87     1 0.99340022
   89     2 0.99517034
   91     1 0.99490207
   93     1 0.99454292
   95     2 0.99195074
   97     1 0.99401543
   99     1 0.99333710
  101     2 0.99039002
  103     1 0.99341324
  105     1 0.99521843
