    1     1 0.97072513
    3     2 0.93760280
    4     2 0.90828100
    6     1 0.89315380
    8     1 0.89771951
   10     2 0.86054929
   12     1 0.85739962
   14     3 0.78920245
   16     1 0.78295211
   18     2 0.75831300
   20     1 0.75590538
   22     2 0.73309367
   24     1 0.72790960
   26     1 0.72228118
   28     2 0.69318058
   30     2 0.66233561
   32     1 0.66240685
   34     2 0.64182595
   36     1 0.64026567
   38     2 0.62118625
   40     1 0.61889422
   42     3 0.56731031
   44     1 0.56160269
   46     1 0.56282785
